"Force Store Code in Urls","Forcer le code boutique dans les URLs"
"Store Code will be forced for home page too. I.e. redirect http://www.example.com/ to http://www.example.com/store/","Le code boutique sera également ajouté sur la page d'accueil. Par ex. redirection de http://www.example.com/ vers http://www.example.com/store/"
