"Force Store Code in Urls","Force Store Code in Urls"
"Store Code will be forced for home page too. I.e. redirect http://www.example.com/ to http://www.example.com/store/","Store Code will be forced for home page too. I.e. redirect http://www.example.com/ to http://www.example.com/store/"
